"IUCN","IUCN Category","SPEC","Species","COU","Country","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","HUN","Hungary","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","HUN","Hungary","NBR","Number","0","Units",,,23,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","HUN","Hungary","NBR","Number","0","Units",,,34,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","HUN","Hungary","NBR","Number","0","Units",,,6,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","HUN","Hungary","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","HUN","Hungary","NBR","Number","0","Units",,,23,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","ISL","Iceland","NBR","Number","0","Units",,,4,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","IRL","Ireland","NBR","Number","0","Units",,,57,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","IRL","Ireland","NBR","Number","0","Units",,,46,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","IRL","Ireland","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","IRL","Ireland","NBR","Number","0","Units",,,1,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","ITA","Italy","NBR","Number","0","Units",,,126,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","ITA","Italy","NBR","Number","0","Units",,,8,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","ITA","Italy","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","ITA","Italy","NBR","Number","0","Units",,,13,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","ITA","Italy","NBR","Number","0","Units",,,23,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","JPN","Japan","NBR","Number","0","Units",,,160,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","JPN","Japan","NBR","Number","0","Units",,,12,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","JPN","Japan","NBR","Number","0","Units",,,12,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","JPN","Japan","NBR","Number","0","Units",,,9,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","JPN","Japan","NBR","Number","0","Units",,,33,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","KOR","Korea","NBR","Number","0","Units",,,125,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","KOR","Korea","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","KOR","Korea","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","KOR","Korea","NBR","Number","0","Units",,,9,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","KOR","Korea","NBR","Number","0","Units",,,14,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","KOR","Korea","NBR","Number","0","Units",,,4,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","KOR","Korea","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","KOR","Korea","NBR","Number","0","Units",,,9,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","MEX","Mexico","NBR","Number","0","Units",,,564,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","MEX","Mexico","NBR","Number","0","Units",,,162,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","MEX","Mexico","NBR","Number","0","Units",,,50,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","MEX","Mexico","NBR","Number","0","Units",,,11,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","MEX","Mexico","NBR","Number","0","Units",,,90,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","MEX","Mexico","NBR","Number","0","Units",,,151,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","MEX","Mexico","NBR","Number","0","Units",,,24,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","MEX","Mexico","NBR","Number","0","Units",,,8,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","MEX","Mexico","NBR","Number","0","Units",,,52,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","NLD","Netherlands","NBR","Number","0","Units",,,55,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","NLD","Netherlands","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","NLD","Netherlands","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","NLD","Netherlands","NBR","Number","0","Units",,,6,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","NLD","Netherlands","NBR","Number","0","Units",,,11,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","NZL","New Zealand","NBR","Number","0","Units",,,65,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","NZL","New Zealand","NBR","Number","0","Units",,,33,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","NZL","New Zealand","NBR","Number","0","Units",,,2,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","NZL","New Zealand","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","NZL","New Zealand","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","NOR","Norway","NBR","Number","0","Units",,,89,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","NOR","Norway","NBR","Number","0","Units",,,73,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","NOR","Norway","NBR","Number","0","Units",,,5,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","NOR","Norway","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","NOR","Norway","NBR","Number","0","Units",,,7,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","NOR","Norway","NBR","Number","0","Units",,,17,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","NOR","Norway","NBR","Number","0","Units",,,5,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","NOR","Norway","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","NOR","Norway","NBR","Number","0","Units",,,7,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","POL","Poland","NBR","Number","0","Units",,,112,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","POL","Poland","NBR","Number","0","Units",,,100,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","POL","Poland","NBR","Number","0","Units",,,10,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","POL","Poland","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","POL","Poland","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","POL","Poland","NBR","Number","0","Units",,,13,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","POL","Poland","NBR","Number","0","Units",,,10,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","POL","Poland","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","POL","Poland","NBR","Number","0","Units",,,1,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","PRT","Portugal","NBR","Number","0","Units",,,158,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","PRT","Portugal","NBR","Number","0","Units",,,108,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","PRT","Portugal","NBR","Number","0","Units",,,7,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","PRT","Portugal","NBR","Number","0","Units",,,11,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","PRT","Portugal","NBR","Number","0","Units",,,13,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","PRT","Portugal","NBR","Number","0","Units",,,31,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","PRT","Portugal","NBR","Number","0","Units",,,7,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","PRT","Portugal","NBR","Number","0","Units",,,11,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","PRT","Portugal","NBR","Number","0","Units",,,13,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","SVK","Slovak Republic","NBR","Number","0","Units",,,90,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","SVK","Slovak Republic","NBR","Number","0","Units",,,85,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","SVK","Slovak Republic","NBR","Number","0","Units",,,6,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","SVK","Slovak Republic","NBR","Number","0","Units",,,2,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","SVK","Slovak Republic","NBR","Number","0","Units",,,12,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","SVK","Slovak Republic","NBR","Number","0","Units",,,20,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","SVK","Slovak Republic","NBR","Number","0","Units",,,6,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","SVK","Slovak Republic","NBR","Number","0","Units",,,2,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","SVK","Slovak Republic","NBR","Number","0","Units",,,12,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","ESP","Spain","NBR","Number","0","Units",,,115,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","ESP","Spain","NBR","Number","0","Units",,,4,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","ESP","Spain","NBR","Number","0","Units",,,3,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","ESP","Spain","NBR","Number","0","Units",,,14,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","ESP","Spain","NBR","Number","0","Units",,,21,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","ESP","Spain","NBR","Number","0","Units",,,4,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","ESP","Spain","NBR","Number","0","Units",,,3,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","ESP","Spain","NBR","Number","0","Units",,,14,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","SWE","Sweden","NBR","Number","0","Units",,,65,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","SWE","Sweden","NBR","Number","0","Units",,,65,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","SWE","Sweden","NBR","Number","0","Units",,,3,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","SWE","Sweden","NBR","Number","0","Units",,,5,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","SWE","Sweden","NBR","Number","0","Units",,,6,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","SWE","Sweden","NBR","Number","0","Units",,,14,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","SWE","Sweden","NBR","Number","0","Units",,,3,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","SWE","Sweden","NBR","Number","0","Units",,,5,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","SWE","Sweden","NBR","Number","0","Units",,,6,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","CHE","Switzerland","NBR","Number","0","Units",,,84,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","CHE","Switzerland","NBR","Number","0","Units",,,83,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","CHE","Switzerland","NBR","Number","0","Units",,,7,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","CHE","Switzerland","NBR","Number","0","Units",,,6,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","CHE","Switzerland","NBR","Number","0","Units",,,17,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","CHE","Switzerland","NBR","Number","0","Units",,,30,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","CHE","Switzerland","NBR","Number","0","Units",,,7,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","CHE","Switzerland","NBR","Number","0","Units",,,6,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","CHE","Switzerland","NBR","Number","0","Units",,,17,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","TUR","Turkey","NBR","Number","0","Units",,,161,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","TUR","Turkey","NBR","Number","0","Units",,,23,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","GBR","United Kingdom","NBR","Number","0","Units",,,101,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","GBR","United Kingdom","NBR","Number","0","Units",,,76,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","GBR","United Kingdom","NBR","Number","0","Units",,,4,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","GBR","United Kingdom","NBR","Number","0","Units",,,2,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","USA","United States","NBR","Number","0","Units",,,453,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","USA","United States","NBR","Number","0","Units",,,428,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","USA","United States","NBR","Number","0","Units",,,16,,
"CRITICAL","Number of critically endangered species","MAMMAL","Mammals","USA","United States","NBR","Number","0","Units",,,13,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","USA","United States","NBR","Number","0","Units",,,49,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","USA","United States","NBR","Number","0","Units",,,78,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","USA","United States","NBR","Number","0","Units",,,16,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","USA","United States","NBR","Number","0","Units",,,13,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","USA","United States","NBR","Number","0","Units",,,47,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","CHL","Chile","NBR","Number","0","Units",,,175,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","CHL","Chile","NBR","Number","0","Units",,,162,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","CHL","Chile","NBR","Number","0","Units",,,15,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","CHL","Chile","NBR","Number","0","Units",,,20,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","CHL","Chile","NBR","Number","0","Units",,,38,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","CHL","Chile","NBR","Number","0","Units",,,15,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","CHL","Chile","NBR","Number","0","Units",,,20,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","EST","Estonia","NBR","Number","0","Units",,,65,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","EST","Estonia","NBR","Number","0","Units",,,61,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","EST","Estonia","NBR","Number","0","Units",,,1,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","EST","Estonia","NBR","Number","0","Units",,,1,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","EST","Estonia","NBR","Number","0","Units",,,2,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","EST","Estonia","NBR","Number","0","Units",,,1,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","EST","Estonia","NBR","Number","0","Units",,,1,,
"TOT_KNOWN_IND","Total number of indigenous known species","MAMMAL","Mammals","ISR","Israel","NBR","Number","0","Units",,,105,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","ISR","Israel","NBR","Number","0","Units",,,27,,
"CRITICAL_IND","Number of critically endangered indigenous species","MAMMAL","Mammals","ISR","Israel","NBR","Number","0","Units",,,15,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","ISR","Israel","NBR","Number","0","Units",,,19,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","RUS","Russia","NBR","Number","0","Units",,,320,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","RUS","Russia","NBR","Number","0","Units",,,40,,
"TOT_KNOWN","Total number of known species","MAMMAL","Mammals","SVN","Slovenia","NBR","Number","0","Units",,,89,,
"ENDANGERED","Number of endangered species","MAMMAL","Mammals","SVN","Slovenia","NBR","Number","0","Units",,,19,,
"VULNERABLE","Number of vulnerable species","MAMMAL","Mammals","SVN","Slovenia","NBR","Number","0","Units",,,15,,
"THREATENED","Total number of threatened species","MAMMAL","Mammals","SVN","Slovenia","NBR","Number","0","Units",,,34,,
"ENDANGERED_IND","Number of endangered indigenous species","MAMMAL","Mammals","SVN","Slovenia","NBR","Number","0","Units",,,19,,
"VULNERABLE_IND","Number of vulnerable indigenous species","MAMMAL","Mammals","SVN","Slovenia","NBR","Number","0","Units",,,15,,
"TOT_KNOWN","Total number of known species","BIRD","Birds","AUS","Australia","NBR","Number","0","Units",,,879,,
"TOT_KNOWN_IND","Total number of indigenous known species","BIRD","Birds","AUS","Australia","NBR","Number","0","Units",,,396,,
"ENDANGERED","Number of endangered species","BIRD","Birds","AUS","Australia","NBR","Number","0","Units",,,49,,
"CRITICAL","Number of critically endangered species","BIRD","Birds","AUS","Australia","NBR","Number","0","Units",,,16,,
